,ProductId,UserId,Score
31652,B005JTMOM4,A23HRTD9I9K90Z,1
31658,B0029O0EFG,A73HPJDXJYD15,5
31665,B0029O0EFG,A21VGNU5959O85,5
31666,B0029O0EFG,A1QBOC76MIOJYP,3
31689,B0029O0EFG,A2O8XS3QNT0QN4,1
31701,B001MURXMK,A22CW0ZHY3NJH8,3
31704,B00784QI52,A1L9O8FL2REQTE,4
31747,B0029NUX3A,A2G7B7FKP2O2PU,5
31768,B004AVFVWC,AY12DBB0U420B,5
31770,B0092X7NGU,A1IU7S4HCK1XK0,5
31778,B001SAVOR4,A2NP8RNW9T5BQF,1
31782,B00106TG9Y,A3TVZM3ZIXG8YW,1
31783,B005MJF5ZO,A3POAWC2JPQQQP,5
31807,B0062A87HA,A3173BUN91R8RF,5
31824,B0062A87HA,A1HRYC60VTMYC0,5
31862,B0062A87HA,A3S3L24L3MMDXR,5
31870,B0062A87HA,A1US7D4TJ492TO,5
31878,B0062A87HA,A2FRFAQCWZJT3Q,5
31881,B0062A87HA,A1LFSTBR7L7PUT,5
31883,B0062A87HA,AIOPIWA4Q6GAJ,5
31898,B0062A87HA,A2V18JN5XI2GOB,1
31963,B0062A87HA,A2YKWYC3WQJX5J,5
31978,B0062A87HA,A12DQUAJN9QH23,5
31979,B0062A87HA,A2YO8731SKDKLL,5
31996,B0062A87HA,A28Q0JA9H8WZOD,5
31998,B0062A87HA,A2OTUWUSH49XIN,4
32027,B0062A87HA,A29JAG9ML7C9DR,5
32033,B0062A87HA,A1UN5Q1FKH1ZT7,5
32036,B0062A87HA,A2OEUROGZDTXUJ,5
32046,B0062A87HA,A1YP5WLIHGG136,5
32049,B0004LYJ84,A2AOZQ3WTNVVOK,3
32052,B004KSS7SK,A8WRN6S6XGAG9,5
32112,B0009F3SAK,A37Z843SR49K8P,5
32180,B003NCEDYG,A1UP81S8OCJASL,5
32187,B000FA15RW,A31N6KB160O508,5
32191,B000FA15RW,A2WS6FMF750EI9,2
32193,B000FA15RW,A3NEAETOSXDBOM,5
32194,B000FA15RW,A1O229NVVDJUX2,4
32198,B000FA15RW,A250AXLRBVYKB4,5
32202,B000FA15RW,A22Z9R91N8L7IQ,5
32209,B000LLHONO,A3ENN12GLNTUAF,5
32210,B000MICPSA,A2K3J2X8KDY47N,5
32217,B000MICPSA,A2GEZJHBV92EVR,2
32225,B000MICPSA,A2O421DTA8J0RW,5
32227,B000MICPSA,A2B7T28EARM3KA,4
32233,B000MICPSA,A1Z54EM24Y40LL,5
32236,B000MICPSA,AO09RWV40IX78,5
32241,B0009F3SAU,A1YUL9PCJR3JTY,5
32260,B000H153W2,AK0CENM3LUM28,3
32277,B001AJ1ULS,A3QZ6JT0R1OWEC,1
32278,B001AJ1ULS,A1IL6W1NK05UW9,4
32279,B001AJ1ULS,A11OTLEDSW8ZXD,4
32280,B001AJ1ULS,A45VR3HRDC8F,4
32301,B001AJ1ULS,A3HJHV83O2U8BL,5
32319,B001AJ1ULS,A25JMYLCBYKEKL,5
32333,B001AJ1ULS,AQ5DOLCW77FEE,5
32336,B001AJ1ULS,AZ4IFJ01WKBTB,5
32359,B001AJ1ULS,A3094EPI56GKZ6,5
32360,B001AJ1ULS,A3094EPI56GKZ6,5
32371,B001AJ1ULS,A2Y8IDC1FKGNJC,5
32377,B001AJ1ULS,A88WK54WGJ15T,1
32380,B001AJ1ULS,ANY74IVWZPZ3,1
32396,B001AJ1ULS,A2H2LJCQ5DJ5K3,5
32414,B001AJ1ULS,A3IUW081KXD3PE,5
32418,B001AJ1ULS,A2H2LJCQ5DJ5K3,5
32420,B001AJ1ULS,A3J5FVO3TJL6VZ,1
32456,B001AJ1ULS,AI47WBE7PHESF,5
32477,B001AJ1ULS,A2MF0C4E7GYCI,5
32497,B003DNL9U6,A1X1CEGHTHMBL1,5
32498,B003DNL9U6,A14R9XMZVJ6INB,5
32501,B003DNL9U6,A3NEAETOSXDBOM,5
32508,B003DNL9U6,A1G25CG7UWQ3XO,5
32516,B001EQ5SFG,A2DPYMNI2HCIOI,4
32580,B006ZLE1MQ,A8P8KPVXCWV9R,3
32581,B000096OIV,A1080SE9X3ECK0,5
32589,B000YV7X1O,A1JFNZ4UAMEZN3,5
32615,B002JWZVWO,AORGKBNQZ83O8,5
32619,B002JWZVWO,APVK8GGSSUDCE,2
32621,B002JWZVWO,AY1EF0GOH80EK,4
32642,B002JWZVWO,A3JPFWKS83R49V,2
32647,B002JWZVWO,A1DH3QDZX8Z7GO,4
32652,B0000AH3QW,A1MC6BFHWY6WC3,5
32658,B0000AH3QW,ASIAG7SXINSBI,5
32665,B0083QJU72,A2158Y2U61AU9G,5
32690,B0083QJU72,A31N6KB160O508,5
32698,B0083QJU72,AMPGRXQMO89X9,5
32714,B0083QJU72,A1T1YSCDW0PD25,4
32741,B0083QJU72,A3N8RB943DMSH7,5
32744,B0083QJU72,A2E3WMF9RWW2X2,5
32750,B0083QJU72,A33REC3J2JU2EL,5
32772,B0083QJU72,A1U1ALQQMB6J22,5
32781,B0083QJU72,A1WG5SD91EWYXZ,5
32803,B0083QJU72,A2AOD7254MCKSH,5
32827,B0016LSKMW,ADQGF68CXJOTX,5
32976,B001P05K8Q,A27ULPK1RGCNU6,5
33013,B003KSL1XO,A2E3WMF9RWW2X2,5
33015,B001LNZEYM,A2PNOU7NXB1JE4,5
33028,B00112K2MC,A3N8RB943DMSH7,4
33047,B0005ZYFME,A26HFSVLAGULIM,5
33083,B000HDOPJW,A11ED8O95W2103,5
33084,B000HDOPJW,A1Y09QLADQYQJG,5
33090,B0039QS496,AVZ1SYMD26S4R,5
33092,B0039QS496,A2GLD72HQYHG0P,5
33112,B004TCJFTM,A3D6OI36USYOU1,5
33152,B000SATIZA,A3UUTDX2WNVUS3,5
33165,B000SATIZA,A1VQBEW0G4IH1J,4
33206,B000SATIZA,AGWAA2G57TQ1U,5
33236,B001EQ54M8,A3EBHHCZO6V2A4,5
33239,B001EQ54M8,AEL6CQNQXONBX,5
33264,B001EQ54M8,AA4GC72H2UZQ4,5
33279,B001RQAVKK,A3M174IC0VXOS2,5
33297,B000G7P50M,A7MXWFCWVXJZE,5
33298,B000G7P50M,ACD4ORBZEJV6,5
33300,B000G7P50M,A281387UUS2IN5,5
33305,B000G7P50M,A1Z54EM24Y40LL,3
33314,B001E5E0IS,AXJ1QYBUL86ON,4
33325,B002ZP2OOI,A1BKJNAWJT2TG2,4
33327,B002ZP2OOI,A17V9XL4CWTQ6G,5
33335,B004ZQBCZ2,A7C7QG6O3ZHXD,4
33344,B007JFMH96,A1ZGXZW37JEZWH,3
33346,B007JFMH96,ASW22V6LI995Z,2
33347,B007JFMH96,APP35M28G2U51,2
33351,B007JFMH96,A1KEK09ZA6J9P8,2
33354,B007JFMH96,A2B8GXSCB1R05T,2
33356,B007JFMH96,ACR4HKUT808U1,5
33360,B007JFMH96,AJLW1DZSHOVGW,5
33365,B007JFMH96,A1LA4K5JF78BER,4
33366,B007JFMH96,A3T8WOFS5RD2IR,3
33370,B007JFMH96,A18ECVX2RJ7HUE,3
33375,B007JFMH96,A3VYKXHQDICC6,5
33378,B007JFMH96,A1BA72K4VK1UN1,3
33384,B007JFMH96,A2XNOB1T796Y6B,2
33387,B007JFMH96,A2KIVODZRTGY4U,3
33388,B007JFMH96,A3MUSWDCTZINQZ,4
33391,B007JFMH96,A1OWRLSD7LTSQ9,4
33396,B007JFMH96,A3T1LD0C65QCWK,2
33398,B007JFMH96,AJXDBMJBVUGSR,4
33402,B007JFMH96,A1A1BM6N28X9J0,4
33403,B007JFMH96,A1V1EP514B5H7Y,3
33406,B007JFMH96,AERBY54RWPSO9,3
33414,B007JFMH96,A91TB0WX94MHP,4
33416,B007JFMH96,A3PJZ8TU8FDQ1K,1
33421,B007JFMH96,A3U5HKDHPYBAK3,3
33422,B007JFMH96,A3436BWMMFP4VY,2
33426,B007JFMH96,A34U4Y40W1GW9I,3
33427,B007JFMH96,A28CCN6VYHRUKS,3
33438,B000VHJPKI,ARYSDAZNRXN6G,1
33470,B003AK90N0,A3MTL8TQ6OUA2T,3
33483,B006N3I84I,ALD467ZEFBPDF,2
33487,B006N3I84I,A25UTJ1AXFC0Z9,5
33503,B006N3I84I,A3UCN2RGY7O6S1,5
33512,B006N3I84I,A3OXRFCJI67IMN,5
33527,B006N3I84I,A31B049UPN0OX5,4
33535,B006N3I84I,A1BJHZE41QWBX6,5
33541,B006N3I84I,A356ALXAC5COJ2,4
33549,B006N3I84I,A2EXT8FXO9E24E,5
33554,B006N3I84I,A2MOJANFPX353G,5
33589,B006N3I84I,A3OXRFCJI67IMN,5
33593,B000LLM9GQ,A2QWNAQVM0CQX8,5
33596,B000LLM9GQ,A31N6KB160O508,5
33604,B003ZIF34C,A2P3BQNIAGDS8V,5
33617,B004KPFUCO,A1EPP56A17R62Q,3
33645,B000633S78,A3GPAR4H5Y5OU8,5
33650,B000633S78,AKZKG2Z7CNV27,5
33656,B006ZU5Y4G,A17O9AHKHK66AI,4
33671,B000CONMBS,A3LQS08K2OBI5Z,5
33674,B000CONMBS,A2GOE7ITDGYVE,5
33703,B000CONMBS,A1XGFW5016CGQI,5
33741,B000CONMBS,A1EE6LQS3OPY6R,5
33744,B000CONMBS,A2K1BVRREVIX0T,5
33771,B0025ULL2E,AMRMK86X3PKXD,5
33780,B0006341OM,A1T2WKMLGSO507,1
33787,B000JZ9ATS,A1ODOGXEYECQQ8,4
33792,B000JZ9ATS,AZ4T61QUJHA9E,5
33799,B000JZ9ATS,A1HH1DPK1ASVDN,4
33812,B001E5E0I8,AYWUHB7N8XGZQ,4
33816,B001E5E0I8,A36FEPUTDN12KA,5
33852,B0026LN472,A3R7R8ARVN2P3D,5
33878,B00412W76S,A38LIPX6GHLI9X,5
33879,B00412W76S,A29NQI0OT0Q81S,5
33880,B00412W76S,ADAOC6UTL8ZZV,5
33881,B00412W76S,A23LSQMKWU1B00,2
33882,B00412W76S,A78NS29TCGKI7,4
33883,B00412W76S,A1E0NXRTGYDN45,5
33884,B00412W76S,A2CSAP7T1FSIVM,5
33885,B00412W76S,APCOMFRS7NIT8,5
33886,B00412W76S,ATCT22YM2HUQ8,4
33887,B00412W76S,A1CSB9FS3SLHJO,5
33888,B00412W76S,AKNHKB593FINL,4
33889,B00412W76S,A2VN5P9WA4HTFR,5
33890,B00412W76S,A2YGDUFEV2B7TO,5
33891,B00412W76S,AEA27WV6NXOH2,4
33892,B00412W76S,A666QET48NULX,5
33893,B00412W76S,A2NNZJ5S6XJGJR,4
33894,B00412W76S,A3PJRR03ZAFWGR,2
33895,B00412W76S,A3KIIGPRVTM1X3,5
33896,B00412W76S,A1QP7KX8ANVI00,5
33897,B00412W76S,A1YJNI5NUYVJKG,5
33898,B00412W76S,A3T2SVLHTJOI2X,4
33899,B00412W76S,A333ABL4WW067D,1
33900,B00412W76S,A3JGXC99P2U2RI,1
33901,B00412W76S,A2DDALFVSQTE0J,5
33902,B00412W76S,A15QRUAQB1QWVD,5
33903,B00412W76S,A2ECZDJE7AEM67,4
33904,B00412W76S,AMA4VS04DUD6B,5
33905,B00412W76S,A3PA1Q5C43YY52,5
33906,B00412W76S,A1WAJOTHDPH97P,5
33907,B00412W76S,AL1EKHJ4UZF8Z,5
33908,B00412W76S,AFU4E0FKGUQ7A,1
33909,B00412W76S,A1RFM786MYBG8G,5
33910,B00412W76S,A3SL4RPY4KDNAQ,5
33911,B00412W76S,A3SZXHW69DXMUC,5
33912,B00412W76S,A2BUEYP4GNZ5P8,2
33913,B00412W76S,A2APZJZT4OAKBY,5
33914,B00412W76S,A334MQCA8RFELB,5
33915,B00412W76S,A2YNIKQDLZR2WW,5
33916,B00412W76S,A17X91STB6652Z,5
33917,B00412W76S,A1ATV7O231DXIS,2
33918,B00412W76S,A2DZQ4IV1GK7WH,5
33919,B00412W76S,A1WZY9GOEE7IAZ,5
33920,B00412W76S,A1189A19X4J6CP,5
33921,B00412W76S,A1I9PCPMT3GSKG,5
33922,B00412W76S,AJ106JEO96BXI,5
33923,B00412W76S,A1YFI21CFKYV5I,5
33924,B00412W76S,A34PRWLV61Y355,5
33925,B00412W76S,A2VTVPQVTZ8W1A,5
33926,B00412W76S,A1QRA8XPFUEKW5,5
33927,B00412W76S,A3V9M50SZJ2A2D,5
33928,B00412W76S,A26KCYEWGTQEBV,1
33929,B00412W76S,A2EMM13TIU7IML,1
33930,B00412W76S,A1J7RSVCF7F7B3,5
33931,B00412W76S,A2G0DMUKJUFQLD,5
33932,B00412W76S,A2FBD3A4TBXMBG,5
33933,B00412W76S,A1D76XJYSQPKIU,4
33934,B00412W76S,ALLLTEZ0I5US0,5
33935,B00412W76S,AB1Q0GEDU5C0R,5
33936,B00412W76S,ADPCK648WY0LZ,1
33937,B00412W76S,A3827I7HIP1LMB,1
33938,B00412W76S,AE9LVM0KKA8RW,5
33939,B00412W76S,A16Q6DGTG8LGAG,4
33940,B00412W76S,AMN376J6RZWP0,2
33941,B00412W76S,ATUXNR3WHD18N,4
33942,B00412W76S,A22CJHEXKM5Z8F,1
33943,B00412W76S,A20ZM1V1IRQHH,5
33944,B00412W76S,A1HNIYASPD3RE4,1
33945,B00412W76S,AHUYS6XZ39TJK,1
33946,B00412W76S,A10PJEHY3JKKQG,1
33947,B00412W76S,A2WNN1DQVL4LH5,1
33948,B00412W76S,A3IMFBFX5L85S9,2
33949,B00412W76S,A3JUM0WSKPN0NT,1
33950,B00412W76S,A2GPIFSNT7VXPW,3
33951,B00412W76S,A16QUBP9J1KSDM,3
33952,B00412W76S,A6ZY59M7WOAS0,5
33953,B00412W76S,A3OJ5D1THAJKYY,1
33954,B00412W76S,ABK32ED0M15MR,5
33955,B00412W76S,A1AAOIZQ5JNUVL,1
33956,B00412W76S,A1CYNZMKTXO222,1
33957,B00412W76S,A1ODU9IV6O87IB,2
33958,B00412W76S,A3TJPSWY2HE4BS,2
33959,B00412W76S,A20X23WJLV4R5X,5
33960,B00412W76S,A25NYC06X34V46,5
33961,B00412W76S,A3774UJAKO4FHI,5
33962,B00412W76S,ATZ318UY72KZ0,5
33963,B00412W76S,A266OAY9BKJH5A,5
33964,B00412W76S,AZU4M5K1N2LAB,5
33965,B00412W76S,A31KEDM3BCYK6D,5
33966,B00412W76S,A1DI7KMBSK5MTU,5
33967,B00412W76S,A38P3P5IV8T7AF,5
33968,B00412W76S,A2NVPRHU3VF05G,5
33969,B00412W76S,A250DA7FHOZ15B,5
33970,B00412W76S,A3AOF4C0MXEQSP,4
33971,B00412W76S,A2N0XGXKS9KTCK,5
33972,B00412W76S,A2M9OWAU1VQ0VT,5
33973,B00412W76S,ANJSMWN361NSG,5
33974,B00412W76S,A2Q11LO2M5GXDU,5
33975,B00412W76S,A1PG8FDKPVHXE,5
33976,B00412W76S,A360DPC534SN3C,5
33977,B00412W76S,A36VNMYPXBSTQ3,5
33978,B00412W76S,ARXU7TM4XXI1D,5
33979,B00412W76S,A17HTZ4S9NUZ93,5
33980,B00412W76S,A2OETFZ7IA6XSQ,5
33981,B00412W76S,A1KPQQXV7G8CLK,5
33982,B00412W76S,AMDREWLSOT8ID,5
33983,B00412W76S,A2ESI8PZ7N4ZBR,5
33984,B00412W76S,AFUM9UDF7IN6I,5
33985,B00412W76S,A1JTAI1CD99Z9X,5
33986,B00412W76S,A3KSXW1MF1GRHQ,5
33987,B00412W76S,A2FBP7NGRMG73O,5
33988,B00412W76S,AFDNACPVKXXPZ,4
33989,B00412W76S,A16V6Y0BWZAGNI,5
33990,B00412W76S,A2L19XLK1JQS3I,5
33991,B00412W76S,A17AQQD8K5WB63,5
33992,B00412W76S,A18NJ23KZ9LBOV,5
33993,B00412W76S,A249W93JNSUZ9Q,5
33994,B00412W76S,AS2MDN0ELTFN,4
33995,B00412W76S,A2SLUYU6MAY7BE,5
33996,B00412W76S,A32R0HBCV9FCJM,5
33997,B00412W76S,A21ESVL96WF620,5
33998,B00412W76S,A2E9D2KIA5CPV7,5
33999,B00412W76S,A1B8BDVIFLX7NQ,5
34000,B00412W76S,A5CR6GP49HVEE,2
34001,B00412W76S,A3B3F8S3RWQ4XI,4
34002,B00412W76S,A3KWRPM3DWXNXW,5
34003,B00412W76S,A3PJSAXKHJLS1E,5
34004,B00412W76S,AE5JM17YHV4KB,5
34005,B00412W76S,A2E3TRWY14IQBL,5
34006,B00412W76S,A2YVWIU1B8HJ8,5
34007,B00412W76S,A34E1744VPQCNU,5
34008,B00412W76S,A20MMCAHGALRAX,5
34009,B00412W76S,A70T8C7VM2ZUW,5
34010,B00412W76S,A1YTTNTFNTKGM7,5
34011,B00412W76S,ANYKJWXT2W0IA,5
34012,B00412W76S,A1OYAKYIVT3179,5
34013,B00412W76S,A3K6KB64LAKMUU,5
34014,B00412W76S,A1BVE2ZIBKJ7YI,5
34015,B00412W76S,A1KE23JJ3YG4DT,5
34016,B00412W76S,A2IA4ZFUSOON4,5
34017,B00412W76S,A35QCK3X0S0QQW,4
34018,B00412W76S,A3KZLIEGCSSM5L,3
34019,B00412W76S,A1921EUFI0U519,5
34020,B00412W76S,A3DGVB3T5QJNRE,5
34021,B00412W76S,A153HSQ6QAFXDQ,4
34022,B00412W76S,A22363SZW4OLJ6,5
34023,B00412W76S,A1M5KRVMD7XEC4,5
34024,B00412W76S,A2OH0YZ2XEQA63,5
34025,B00412W76S,A3987L8YGSSCQM,5
34026,B00412W76S,A1C9CBBTVEMFG,4
34027,B00412W76S,A2G6AVBZ2OPFJX,4
34028,B00412W76S,A5CR6GP49HVEE,4
34029,B00412W76S,A32NP43I2BS7LW,5
34030,B00412W76S,A1O8B2WYDCPTIQ,5
34031,B00412W76S,A8DR6JIHBM6K5,2
34032,B00412W76S,A1HWDPK8CHPDXW,5
34033,B00412W76S,A3A32FUNAFZRF4,5
34034,B00412W76S,AZ4QFFUT8QVTA,5
34035,B00412W76S,ASSKNUG7SHUA1,3
34036,B00412W76S,ARXDKTGDQ9SDL,5
34037,B00412W76S,A2X7CQ27QJ16HV,5
34038,B00412W76S,A8K88L2W1GS9C,5
34039,B00412W76S,A2EONLXLVTBKB3,4
34040,B00412W76S,A2RTDYMFHWP8I3,5
34041,B00412W76S,A30LM7TMYK1C84,5
34042,B00412W76S,A3LX57I5OKG70V,3
34043,B00412W76S,A2FI6DQJG4BYPO,5
34044,B00412W76S,A2BS1XZLSI5FTK,5
34045,B00412W76S,A3NVYSZBWK25U,4
34046,B00412W76S,A10G136JEISLVR,4
34047,B00412W76S,A10G136JEISLVR,4
34048,B00412W76S,AFHUP90KARX08,4
34057,B000LKVDUU,ADEZOPMPKK146,3
34060,B000LKVDUU,A3JCSJC01SIAQX,5
34063,B000LKVDUU,A23HRTD9I9K90Z,2
34066,B000LKVDUU,A1V1EP514B5H7Y,3
34067,B000LKVDUU,AZWRZZAMX90VT,4
34074,B000LKVDUU,A3OXHLG6DIBRW8,5
34078,B000LKVDUU,AVQIRN6E7J7UA,4
34081,B000LKVDUU,A11YOTONCPRQ9S,4
34128,B000UBJL4U,ARYSDAZNRXN6G,1
34155,B000AYFC22,A2W9I628I6SE1U,5
34156,B003CL6Q84,ALDAF4VVLFRHP,5
34159,B003CL6Q84,ALDAF4VVLFRHP,5
34212,B001P3NU30,A1HGXLP6WATS4B,4
34300,B001P3NU30,A37GFKV81AL1VF,1
34406,B001ET5XWG,A36WGHR8TO5DKT,3
34409,B001ET5XWG,A1DJ9FOEOA0WF1,5
34411,B001ET5XWG,AXO4PQU0XG3TG,1
34414,B0026NOQG8,A2VVASHDH74CXY,4
34421,B008FHUDW0,A3O1I3KB7L1R9S,5
34428,B008FHUDW0,A2ZOVHKYDH4UOJ,4
34440,B008FHUDW0,A3OXHLG6DIBRW8,5
34443,B008FHUDW0,ABAHKMFEHT8K1,5
34447,B008FHUDW0,A3Z9QN0RCOHEY,5
34448,B008FHUDW0,A3TP31S61PPE3G,5
34451,B008FHUDW0,AK7CAW3N1XZV6,2
34454,B008FHUDW0,A34UVV757IKPVB,5
34455,B008FHUDW0,A1OP7O7OLH0AKM,5
34462,B008FHUDW0,A1Q4MNIUESQTBM,3
34469,B008FHUDW0,A1XPT6TAPFPPEM,4
34480,B008FHUDW0,A27PFOZAKVK484,5
34491,B008FHUDW0,A2TJG4N8LNJW23,3
34500,B008FHUDW0,AQQLWCMRNDFGI,4
34501,B008FHUDW0,A2SZLNSI5KOQJT,3
34515,B008FHUDW0,A2II54B3VA45LN,5
34527,B008FHUDW0,A33NXNZ79H5K51,5
34533,B008FHUDW0,A2TJG4N8LNJW23,4
34567,B0018CJJ9W,A3GPAR4H5Y5OU8,5
34586,B000GQTP1S,A2II09GQGWOMTQ,5
34595,B000GQTP1S,A3J171NBGIBYAW,5
34600,B000GQTP1S,AWAB7PKBO3BBT,5
34615,B000GQTP1S,ALL9XFM0Q1N4E,5
34629,B000GQTP1S,A3QA0BBQW08DLZ,3
34694,B004772OUG,A10PEXB6XAQ5XF,5
34714,B0000D953W,A1RLLTUBCFQV22,5
34737,B0039KF3IM,A1W0F3F6EXIAKP,5
34744,B0039KF3IM,AJV2QY96IVPVM,5
34746,B004ASFMRE,AY12DBB0U420B,5
34764,B0040PWQCG,A2OOQ59V7YWYL1,5
34769,B004T33F2O,AKZKG2Z7CNV27,1
34773,B00477LRMC,AXHETL0M8XZPT,5
34775,B000I1RHMU,A2BCDZO1XQLDH,5
34781,B000I1RHMU,A2E3WMF9RWW2X2,5
34791,B000I1RHMU,A2B8GXSCB1R05T,5
34793,B000I1RHMU,A1YUL9PCJR3JTY,5
34794,B000I1RHMU,A1YGCU0QQKZC29,5
34795,B000I1RHMU,AFV2EMFYRRKQZ,5
34797,B000I1RHMU,A3AOKQCH0YBZDS,4
34805,B000I1RHMU,A70NFM6KHU24F,4
34807,B000I1RHMU,A1QK0XCAPHIW1L,5
34809,B000I1RHMU,A1YUL9PCJR3JTY,5
34817,B000I1RHMU,AHKPZ11JT110F,1
34818,B000I1RHMU,A3LQS08K2OBI5Z,5
34828,B000I1RHMU,A37I99GFZ1B6YO,5
34833,B000I1RHMU,A2U7IZRM920GZH,4
34835,B000I1RHMU,ALP0E9PM8G9GK,5
34836,B000I1RHMU,A13HRSMJ5TOWEZ,5
34837,B000I1RHMU,A281NPSIMI1C2R,5
34839,B000I1RHMU,AFV2EMFYRRKQZ,5
34848,B000I1RHMU,A2GOTW3U8IIR7J,5
34849,B000I1RHMU,A2IR38Z1E9BC98,4
34854,B000I1RHMU,A1AEQZM99LO9VA,3
34859,B000I1RHMU,ASFW4ZMNZJKDA,5
34860,B000I1RHMU,A1PG8FDKPVHXE,5
34865,B000I1RHMU,A2W225SFTQNF3N,1
34867,B000I1RHMU,A2B8GXSCB1R05T,5
34888,B000S83LTQ,A1YUL9PCJR3JTY,5
34889,B000S83LTQ,A1YUL9PCJR3JTY,5
34903,B0029K38DU,AY12DBB0U420B,4
34918,B002DLXXHG,ALL9XFM0Q1N4E,2
34922,B002DLXXHG,A2UR44HF5K9FE5,4
34924,B002DLXXHG,ATN552TF5V40Z,3
34934,B002DLXXHG,A3OXHLG6DIBRW8,3
34947,B002DLXXHG,AYBYYDVV5ABJE,1
34950,B002DLXXHG,A2RNYW2HIQBGSM,5
34979,B002DLXXHG,A250AXLRBVYKB4,5
35032,B002DLXXHG,A3TA1UJWRJF9NC,4
35035,B002DLXXHG,AZV26LP92E6WU,5
35073,B004SKPRI8,A39VNRG8P49QED,5
35086,B001FA1LL6,A13MKSASQ6YWL7,5
35087,B001FA1LL6,A25C2M3QF9G7OQ,5
35104,B0009PCP7W,A1MC6BFHWY6WC3,1
35107,B001EQ531U,A2MUGFV2TDQ47K,4
35115,B000HIHDXW,AY12DBB0U420B,5
35116,B0025WB9P6,A35V32HZEGZH04,5
35128,B0012LAFG0,A2MSQNPTNAAGL1,5
35129,B0012LAFG0,A1MFG9E45RX5OW,5
35142,B001EO5RBS,A2YAHDOYQK3JJJ,5
35145,B002K660S8,A1Z3XWG2W5GOHP,5
35147,B005GWUF16,ANUUF3N6B9NTA,3
35149,B004SKQ60Q,A39VNRG8P49QED,5
35169,B000E1DSQS,AJD41FBJD9010,5
35179,B000ED7M1S,AQLL2R1PPR46X,5
35182,B000ED7M1S,AJLW1DZSHOVGW,5
35184,B000ED7M1S,A93LBTV617ZVC,5
35197,B001SJR4XS,A2YMS9UK1A9OF2,5
35225,B003V8E5ZE,A1NBK07JEBCFI,5
35234,B000ER1D5U,ATIHDHZYNQ0EI,5
35246,B003Y7DS64,A3BFDEBT5IV4UN,5
35276,B0047417O8,AHIK7BUXFRMT8,5
35288,B004UOA31I,A1FDVT0DLJWV78,5
35289,B004UOA31I,A2MIP3AQVSF2SS,4
35293,B004UOA31I,AKOYMM5TTRIHQ,4
35302,B002DVVP6W,AY12DBB0U420B,5
35324,B002L68KDK,A3FKGKUCI3DG9U,5
35332,B000EMOD4I,A2HKU4SOT0CWG9,5
35337,B000GW46D4,A2YKWYC3WQJX5J,4
35339,B000GW46D4,A1WNGKUT3O644D,5
35344,B000GW46D4,A1TMAVN4CEM8U8,3
35358,B000GW46D4,A2Y4S4CNGKF21S,2
35363,B000GW46D4,A2NWIBURBR217A,5
35375,B000GW46D4,A2OBDNQ5ZYU1L8,4
35376,B000GW46D4,A1QN48FQZ7OIS7,5
35379,B000GW46D4,AGEKVD8JPZQMT,4
35382,B000GW46D4,A3VZIFXZ64ABCE,4
35383,B000GW46D4,A3VZIFXZ64ABCE,2
35384,B000GW46D4,A3VZIFXZ64ABCE,4
35386,B000GW46D4,A13WBUX01Q4D35,2
35389,B000GW46D4,A1080SE9X3ECK0,5
35403,B000GW46D4,A1WNGKUT3O644D,5
35405,B000GW46D4,AQLL2R1PPR46X,4
35411,B000GW46D4,A13WBUX01Q4D35,2
35460,B000E7YPPK,AYBYYDVV5ABJE,3
35463,B000E7YPPK,A36GEDLB5A5MJ,4
35465,B000E7YPPK,A1UQBFCERIP7VJ,3
35475,B000WSHV1Q,A14RZUPW44KCPF,5
35487,B003X4VJLE,A2582KMXLK2P06,5
35498,B000E3XBT0,A1R1BFJCMWX0Y3,5
35530,B000EMOD48,A1X1CEGHTHMBL1,5
35531,B000EMOD48,A31N6KB160O508,5
35541,B000CSCOXQ,A10AFVU66A79Y1,1
35543,B000CSCOXQ,A3FY3H6F4249E0,4
35544,B000CSCOXQ,A1T1YSCDW0PD25,3
35555,B000PBN79U,A1RLP0R1N8H8C4,2
35562,B003KYIW6W,A2MF0C4E7GYCI,5
35563,B003KYIW6W,A2KIVODZRTGY4U,5
35566,B003KYIW6W,A1D0N7I6OHX3WU,1
35576,B00553HJ1U,A27NTHPTRXB766,5
35591,B005GRAT4O,A2KIVODZRTGY4U,5
35592,B005GRAT4O,A2NQKBC54RAZL5,5
35599,B005GRAT4O,A2YHXAZLCLDT8D,5
35609,B00553HJ1K,A27NTHPTRXB766,5
35633,B0036UQTQA,AY3XPKRAMKKY7,5
35637,B0014EOV60,A26N3GLFUNS4NL,5
35638,B0014EOV60,A2A1XYSB692L6J,2
35642,B000FGXT20,A3KZCNV1N8R9GC,5
35650,B000FGXT20,A3KZCNV1N8R9GC,5
35653,B0012KH0CS,A1Z54EM24Y40LL,5
35660,B0012KH0CS,A1KH5JOTGUPJD,3
35678,B001EO646U,A2Y8IDC1FKGNJC,5
35680,B0051OPWGC,A1ODKP5Y7DPMM1,5
35681,B0051OPWGC,A1ODKP5Y7DPMM1,5
35683,B0051OPWGC,ABDCYK04CL6O4,5
35685,B0051OPWGC,A2WS6FMF750EI9,2
35687,B0051OPWGC,ABDCYK04CL6O4,5
35688,B0051OPWGC,ABDCYK04CL6O4,5
35690,B0051OPWGC,ANEDXRFDZDL18,3
35691,B0051OPWGC,A1PN3SJAP1TBTU,2
